,title,rating,ratingLevel,ratingDescription,release year,user rating score,user rating size,score_size,tsub,tpol,class
982,Pound Puppies,2,Suitable for all ages.,10,2013,84.09421488,82,1.025539206,0.75,0.55,For All
983,Beverly Hills Chihuahua 3: Viva La Fiesta!,3,General Audiences. Suitable for all ages.,35,2012,84.09421488,82,1.025539206,0.625,0.3,For All
984,The Magic School Bus,2,Suitable for all ages.,10,1997,81,80,1.0125,0.75,0.55,For All
985,Step Dogs,12,Parental guidance suggested. May not be suitable for all children.,70,2013,84.09421488,82,1.025539206,0.75,0.55,For Above 17
986,Pokémon: Indigo League,2,Suitable for all ages.,10,2000,74,80,0.925,0.75,0.55,For All
987,Mia and Me,2,Suitable for all ages.,10,2015,84.09421488,82,1.025539206,0.75,0.55,For All
988,Paddington,6,mild action and rude humor,60,2014,70,80,0.875,0.4,0.044444444,Parential Guidance
989,Russell Madness,6,some rude humor and sports action,60,2015,84.09421488,82,1.025539206,0.35,-0.1,Parential Guidance
990,My Animal Friends,2,Suitable for all ages.,10,2013,84.09421488,82,1.025539206,0.75,0.55,For All
991,Dawn of the Croods,1,Suitable for children ages 7 and older,41,2017,72,80,0.9,0.541666667,0.358333333,For All
992,Alpha and Omega: Dino Digs,8,Suitable for all ages.,35,2016,84.09421488,82,1.025539206,0.75,0.55,Parential Guidance
993,Wiener Dog Internationals,3,General Audiences. Suitable for all ages.,35,2015,84.09421488,82,1.025539206,0.625,0.3,For All
994,Pup Star,3,General Audiences. Suitable for all ages.,35,2016,84.09421488,82,1.025539206,0.625,0.3,For All
995,The BFG,6,"for action/peril, some scary moments and brief rude humor",60,2016,97,80,1.2125,0.644444444,-0.266666667,Parential Guidance
996,The Secret Life of Pets,6,for action and some rude humor,60,2016,84.09421488,81,1.038200184,0.35,-0.1,Parential Guidance
997,Precious Puppies,8,Suitable for all ages.,35,2003,84.09421488,82,1.025539206,0.75,0.55,Parential Guidance
998,Beary Tales,8,Suitable for all ages.,35,2013,84.09421488,82,1.025539206,0.75,0.55,Parential Guidance
999,Growing Up Wild,3,General Audiences. Suitable for all ages.,35,2016,80,80,1,0.625,0.3,For All
